Прізвище,Ім'я,По батьковій,Стать,Дата народження,Посада,Місце проживання,Адрес проживання,Телефон,Email
Скопенко,Пріска,Аврелійовна,female,2000.10.5,Письменник,вулиця Кедрови,"вулиця Кедровий, буд. 0 кв. 1, Сколе, 35100",380759825597,leontii58@example.net
Александренко,Соломон,Артемович,male,1997.1.16,Вчитель,набережна Лазурний 3-,"набережна Лазурний 3-й, буд. 9, Золочів, 52275",380582679408,alla85@example.net
Жарко,Альбіна,Пилипівна,female,1990.5.10,Головний меркшейдер,вулиця Тепличний 1-,"вулиця Тепличний 1-й, буд. 26, Київ, 70825",380738369490,tereza63@example.org
Ткаченко,Лукʼян,Григорійович,male,1972.1.14,Редактор,узвіз Горбатий міс,"узвіз Горбатий міст, буд. 3 кв. 030, Богуслав, 51980",380757124645,vashchukandrii@example.com
Бебешко,Демид,Альбертович,male,1981.10.10,Фотограф,парк Депутатськи,"парк Депутатський, буд. 23, Христинівка, 63956",380620203724,iosyparkhypenko@example.com
Давимука,Любов,Мартинівна,female,1996.8.25,Редактор,набережна Чубаївськи,"набережна Чубаївський, буд. 84 кв. 20, Світловодськ, 10238",380884515800,ybabak@example.org
Ірванець,Станіслав,Русланович,male,1970.11.28,Петрограф,вулиця Пілотн,"вулиця Пілотна, буд. 99, Миколаїв, 63481",380881586910,riaboshapkamakar@example.com
Абрагамовська,Христина,Венедиктівна,female,2002.10.11,Ходить в університет,проспект Давида Ойстрах,"проспект Давида Ойстраха, буд. 13 кв. 263, Нове Давидково, 51640",380878294020,vladyslavhavrylenko@example.net
Дараган,Феофан,Степанович,male,2004.2.20,Бізнесмен,площа Мазепи Іван,"площа Мазепи Івана, буд. 637 кв. 40, Тальне, 65221",380918972779,davyd30@example.org
Бабій,Панас,Захарович,male,1955.8.22,Епідеміолог,проспект Мала Садов,"проспект Мала Садова, буд. 7 кв. 047, Кременець, 98186",380814446830,irynakomar@example.org
Сірко,Данна,Данівна,female,1947.5.8,Біолог,парк Східчастий 4-,"парк Східчастий 4-й, буд. 1 кв. 40, Красноперекопськ, 56221",380887804160,zabashtamartyn@example.org
Рубан,Станіслав,Семенович,male,1986.2.23,Різноробочий,набережна Черепанови,"набережна Черепанових, буд. 0, Волноваха, 30285",380922758997,hlibshyian@example.com
Худобʼяк,Марта,Костянтинівна,female,1941.8.17,Паблік рилейшнз,вулиця Київськ,"вулиця Київське, буд. 213 кв. 9, Судова Вишня, 34146",380981690252,larysa43@example.com
Рубець,Антон,Валентинович,male,1981.3.18,Парфюмер,проспект Польський узві,"проспект Польський узвіз, буд. 38, Чорноморськ, 74338",380525346278,ahuz@example.net
Дашкевич,Пармен,Ігнатович,male,1992.2.8,Льотчик,набережна Лінія 45-т,"набережна Лінія 45-та, буд. 4 кв. 1, Красноград, 39485",380627019636,mmykytiuk@example.net
Деркач,Валентина,Богуславівна,female,1993.6.20,Фольклорист,площа Старицьког,"площа Старицького, буд. 98, Моспине, 64940",380947987635,kyrylocherednyk@example.org
Александренко,Алевтин,Амвросійович,male,1955.3.2,Продюсер,шосе Перший Кришталеви,"шосе Перший Кришталевий, буд. 533 кв. 99, Сніжне, 05089",380647100720,zorian34@example.com
Дрозденко,Амалія,Аркадіївна,female,1965.1.14,Диригент,набережна Юннаті,"набережна Юннатів, буд. 405, Хуст, 53325",380580622396,usykfrants@example.com
Ванченко,Микита,Альбертович,male,1941.8.28,Льотчик,набережна Прорізни,"набережна Прорізний, буд. 2 кв. 674, Ямпіль, 16073",380837479087,veniiamyn06@example.net
Саєнко,Данило,Іванович,male,1944.7.20,Архітектор,шосе 12-та Лінія 6-й ст. Люстдорфської дорог,"шосе 12-та Лінія 6-й ст. Люстдорфської дороги, буд. 19, Баранівка, 63181",380539317330,lizakopytko@example.com
Шило,Богданна,Панасівна,female,1968.6.12,Клоун,вулиця 9-та Лінія Дачі Ковалевськог,"вулиця 9-та Лінія Дачі Ковалевського, буд. 00, Пологи , 75945",380941450960,pylyphuzii@example.org
Черненко,Пармен,Євгенійович,male,1999.2.11,Етнограф,проспект Стєклов,"проспект Стєклова, буд. 43 кв. 623, Рівне, 33961",380512162979,qatroshchenko@example.net
Христич,Ганна,Стефанівна,female,2004.6.25,Палеонтолог,шосе Патріотичн,"шосе Патріотична, буд. 5 кв. 6, Сквира, 76517",380695726828,hlibdevdiuk@example.net
Харченко,Феофан,Гаврилович,male,1988.1.29,Шериф,набережна Ризьк,"набережна Ризька, буд. 321 кв. 404, Новий Калинів, 21972",380820544812,ovashchuk@example.net
Кабалюк,Євген,Азарович,male,1956.5.6,Гірничий інженер,сквер Кишинівськ,"сквер Кишинівська, буд. 37, Жидачів, 07615",380772289542,hennadii27@example.net
Смик,Богуслава,Богданівна,female,1999.11.10,Програміст,проспект Килимови,"проспект Килимовий, буд. 235 кв. 44, Мерефа, 72246",380885291848,ademydenko@example.net
Шахрай,Альберт,Сергійович,male,1941.4.5,Доцент,набережна Дельфі,"набережна Дельфін, буд. 7, Глобине, 74294",380862113003,okhrimenkoopanas@example.net
Дубенко,Ліза,Богданівна,female,1942.7.20,Різноробочий,сквер Крушельницько,"сквер Крушельницької, буд. 7 кв. 862, Шостка, 02745",380805771303,ausyk@example.com
Оніщук,Болеслав,Симонович,male,1955.5.15,Електротехнік,сквер Ткачов,"сквер Ткачова, буд. 511 кв. 4, Буча, 82408",380858349721,zzinkevych@example.com
Цимбал,Петро,Костянтинович,male,1982.3.29,Льотчик,проспект Академіка Богатськог,"проспект Академіка Богатського, буд. 0 кв. 8, Суходільськ, 67387",380926427278,qshapoval@example.com
Бандера,Ярина,Валентинівна,female,1970.12.22,Фольклорист,площа Трудови,"площа Трудовий, буд. 3 кв. 15, Бобровиця, 65758",380599438622,boryslav83@example.com
Євтушок,Нестор,Макарович,male,1958.7.14,Краєзнавець,провулок Деревообробний 1-,"провулок Деревообробний 1-й, буд. 813, Чернігів, 20695",380572734208,bohdanverkhola@example.org
Юхименко,Юстина,Владиславівна,female,1986.2.22,Археолог,провулок Мостови,"провулок Мостовий, буд. 5 кв. 504, Бережани, 54422",380988046730,iustymmykhailychenko@example.net
Мамчур,Богдан,Вʼячеславович,male,1948.9.7,Мірошник,парк Колекційн,"парк Колекційна, буд. 4, Чернігів, 67552",380863477375,qtaran@example.com
